ModelID,ProfileID,ProfileType
ACH-002120,PR-ydc9mn,dna
ACH-000281,PR-Z2Mw8p,rna
ACH-000281,PR-PV4SRx,dna
ACH-000396,PR-lw3V4j,rna
ACH-000396,PR-If3Zof,dna
ACH-000579,PR-6GSWBb,rna
ACH-000579,PR-TpqM8I,dna
ACH-000974,PR-wl3guH,rna
ACH-000974,PR-K4GcyS,dna
ACH-001019,PR-8vpuuC,rna
ACH-001019,PR-h2yCdU,dna
ACH-001329,PR-j8OgFW,rna
ACH-001329,PR-tearO4,dna
ACH-000529,PR-85uMir,rna
ACH-000529,PR-YCiZWz,dna
ACH-001522,PR-MlinS7,rna
ACH-001522,PR-H4aeGM,dna
ACH-000270,PR-VLvqTG,rna
ACH-000270,PR-HlfNG0,dna
ACH-002996,PR-O0YpaX,rna
ACH-002996,PR-LzqC1p,dna
ACH-000081,PR-Is4I21,rna
ACH-000081,PR-ngot7H,dna
ACH-003061,PR-FTUHUL,rna
ACH-003061,PR-3DdR8v,dna
ACH-000998,PR-Ly6pdP,rna
ACH-000998,PR-U2fdjq,dna
ACH-001384,PR-Xr49Zy,rna
ACH-001384,PR-ZQyKh4,dna
ACH-000036,PR-GF1Lzy,rna
ACH-000036,PR-53yu7G,dna
ACH-000777,PR-Og0abo,rna
ACH-000777,PR-ukNBMh,dna
ACH-001700,PR-QMqboA,rna
ACH-001700,PR-79Mqqq,dna
ACH-002353,PR-XnNruP,dna
ACH-002470,PR-JkhZZD,rna
ACH-002470,PR-TwcRx7,dna
ACH-000105,PR-YpkXCH,rna
ACH-000105,PR-mCDWfb,dna
ACH-000908,PR-triSRE,rna
ACH-000908,PR-7wqNkp,dna
ACH-000332,PR-9B8rxy,rna
ACH-000332,PR-ZaxePm,dna
ACH-001843,PR-dCu8o2,rna
ACH-001843,PR-Qyn1xS,dna
ACH-002074,PR-RP1x1T,rna
ACH-002074,PR-g5rswH,dna
ACH-000661,PR-2Jjiec,rna
ACH-000661,PR-QZhuij,dna
ACH-002279,PR-KFM9lV,dna
ACH-000958,PR-N9fwlM,rna
ACH-000958,PR-WqTF07,dna
ACH-000525,PR-xO5JLc,rna
ACH-000525,PR-R1zayg,dna
ACH-000803,PR-vsDdwO,rna
ACH-000803,PR-RlqMkp,dna
ACH-000331,PR-rIEJbj,rna
ACH-000331,PR-FgeHco,dna
ACH-000254,PR-YaxhVG,rna
ACH-000254,PR-W9yGhh,dna
ACH-001164,PR-7am447,rna
ACH-001164,PR-Cc6WwT,dna
ACH-003180,PR-AiM8d8,rna
ACH-003180,PR-8IdR56,dna
ACH-002308,PR-u5FimK,dna
ACH-002374,PR-TYbIdm,dna
ACH-000710,PR-bd9LX0,rna
ACH-001979,PR-DuAy1L,rna
ACH-001979,PR-eC8Vkw,dna
ACH-000489,PR-nucLyc,rna
ACH-000489,PR-CqsOR2,dna
ACH-000563,PR-sfoVbc,rna
ACH-000563,PR-1930g1,dna
ACH-000363,PR-ixez4a,rna
ACH-000363,PR-u1G9JO,dna
ACH-000486,PR-LjcU4V,rna
ACH-000486,PR-1CYINn,dna
ACH-000357,PR-cOzeOf,rna
ACH-000357,PR-TYEUow,dna
ACH-000815,PR-PDkGEq,rna
ACH-000815,PR-0tdcT8,dna
ACH-000054,PR-9PAINE,rna
ACH-000054,PR-240v4w,dna
ACH-000475,PR-9L0L8U,rna
ACH-000475,PR-9gcP8z,dna
